
[INFO] Processing chr1: /quobyte/bmhenngrp/from-lssc0/data/genomes/CAAPA_freeze2_PHASED_common_rare/snps/chr1.20240612_Freeze2.common_rare_phased.snps.vcf.gz
[INFO] chr1: Writing allele frequency table...
0it [00:00, ?it/s]
8042467it [1:12:52, 1864.39it/s]
8042654it [1:12:52, 1865.95it/s]
8042842it [1:12:52, 1869.43it/s]
8043029it [1:12:52, 1862.27it/s]
8043216it [1:12:52, 1858.94it/s]
8043402it [1:12:52, 1857.86it/s]
8043588it [1:12:52, 1848.58it/s]
8043773it [1:12:52, 1845.20it/s]
8043958it [1:12:52, 1846.36it/s]
8044143it [1:12:52, 1844.72it/s]
8044328it [1:12:53, 1843.03it/s]
8044514it [1:12:53, 1846.34it/s]
8044699it [1:12:53, 1844.63it/s]
8044884it [1:12:53, 1841.46it/s]
8045069it [1:12:53, 1837.84it/s]
8045253it [1:12:53, 1834.48it/s]
8045437it [1:12:53, 1833.99it/s]
8045621it [1:12:53, 1830.56it/s]
8045806it [1:12:53, 1835.39it/s]
8045990it [1:12:53, 1829.60it/s]
8046173it [1:12:54, 1812.72it/s]
8046355it [1:12:54, 1796.18it/s]
8046536it [1:12:54, 1799.10it/s]
8046721it [1:12:54, 1812.97it/s]
8046904it [1:12:54, 1817.77it/s]
8047087it [1:12:54, 1821.35it/s]
8047270it [1:12:54, 1820.75it/s]
8047454it [1:12:54, 1824.51it/s]
8047637it [1:12:54, 1818.86it/s]
8047819it [1:12:54, 1818.09it/s]
8048001it [1:12:55, 1810.72it/s]
8048188it [1:12:55, 1825.67it/s]
8048371it [1:12:55, 1819.74it/s]
8048554it [1:12:55, 1820.21it/s]
8048737it [1:12:55, 1800.62it/s]
8048920it [1:12:55, 1806.58it/s]
8049102it [1:12:55, 1808.33it/s]
8049283it [1:12:55, 1598.23it/s]
8049463it [1:12:55, 1652.17it/s]
8049645it [1:12:56, 1698.41it/s]
8049830it [1:12:56, 1741.60it/s]
8050013it [1:12:56, 1766.91it/s]
8050198it [1:12:56, 1788.78it/s]
8050380it [1:12:56, 1796.87it/s]
8050568it [1:12:56, 1819.07it/s]
8050754it [1:12:56, 1830.33it/s]
8050939it [1:12:56, 1834.99it/s]
8051126it [1:12:56, 1842.45it/s]
8051313it [1:12:56, 1849.08it/s]
8051500it [1:12:57, 1852.55it/s]
8051686it [1:12:57, 1845.88it/s]
8051871it [1:12:57, 1842.48it/s]
8052056it [1:12:57, 1835.03it/s]
8052241it [1:12:57, 1837.28it/s]
8052426it [1:12:57, 1838.67it/s]
8052612it [1:12:57, 1844.92it/s]
8052797it [1:12:57, 1845.77it/s]
8052982it [1:12:57, 1839.86it/s]
8053168it [1:12:57, 1844.80it/s]
8053355it [1:12:58, 1849.88it/s]
8053543it [1:12:58, 1857.20it/s]
8053731it [1:12:58, 1863.28it/s]
8053918it [1:12:58, 1862.55it/s]
8054106it [1:12:58, 1865.93it/s]
8054293it [1:12:58, 1864.67it/s]
8054480it [1:12:58, 1857.11it/s]
8054667it [1:12:58, 1860.85it/s]
8054854it [1:12:58, 1861.64it/s]
8055041it [1:12:58, 1862.46it/s]
8055228it [1:12:59, 1862.19it/s]
8055415it [1:12:59, 1863.86it/s]
8055602it [1:12:59, 1862.19it/s]
8055789it [1:12:59, 1856.02it/s]
8055976it [1:12:59, 1858.49it/s]
8056162it [1:12:59, 1857.73it/s]
8056348it [1:12:59, 1855.25it/s]
8056535it [1:12:59, 1857.84it/s]
8056721it [1:12:59, 1856.23it/s]
8056910it [1:12:59, 1863.94it/s]
8057097it [1:13:00, 1860.33it/s]
8057284it [1:13:00, 1856.86it/s]
8057471it [1:13:00, 1858.76it/s]
8057659it [1:13:00, 1862.38it/s]
8057846it [1:13:00, 1859.24it/s]
8058032it [1:13:00, 1858.64it/s]
8058219it [1:13:00, 1858.99it/s]
8058408it [1:13:00, 1867.39it/s]
8058596it [1:13:00, 1870.40it/s]
8058784it [1:13:00, 1871.56it/s]
8058972it [1:13:01, 1872.37it/s]
8059160it [1:13:01, 1871.09it/s]
8059349it [1:13:01, 1875.19it/s]
8059543it [1:13:01, 1892.44it/s]
8059733it [1:13:01, 1894.18it/s]
8059923it [1:13:01, 1895.08it/s]
8060113it [1:13:01, 1887.36it/s]
8060303it [1:13:01, 1888.72it/s]
8060493it [1:13:01, 1890.80it/s]
8060683it [1:13:01, 1655.21it/s]
8060871it [1:13:02, 1714.45it/s]
8061060it [1:13:02, 1761.52it/s]
8061252it [1:13:02, 1803.86it/s]
8061440it [1:13:02, 1824.92it/s]
8061632it [1:13:02, 1850.36it/s]
8061824it [1:13:02, 1868.36it/s]
8062015it [1:13:02, 1878.46it/s]
8062205it [1:13:02, 1883.46it/s]
8062398it [1:13:02, 1894.43it/s]
8062588it [1:13:02, 1893.92it/s]
8062779it [1:13:03, 1897.42it/s]
8062971it [1:13:03, 1903.78it/s]
8063162it [1:13:03, 1905.25it/s]
8063353it [1:13:03, 1899.88it/s]
8063544it [1:13:03, 1890.83it/s]
8063735it [1:13:03, 1894.23it/s]
8063925it [1:13:03, 1886.05it/s]
8064114it [1:13:03, 1886.60it/s]
8064303it [1:13:03, 1886.48it/s]
8064495it [1:13:03, 1895.94it/s]
8064685it [1:13:04, 1894.08it/s]
8064875it [1:13:04, 1893.38it/s]
8065066it [1:13:04, 1895.80it/s]
8065256it [1:13:04, 1892.29it/s]
8065446it [1:13:04, 1893.48it/s]
8065636it [1:13:04, 1895.33it/s]
8065826it [1:13:04, 1878.06it/s]
8066014it [1:13:04, 1867.39it/s]
8066201it [1:13:04, 1865.79it/s]
8066392it [1:13:05, 1876.26it/s]
8066580it [1:13:05, 1869.74it/s]
8066769it [1:13:05, 1875.58it/s]
8066958it [1:13:05, 1879.41it/s]
8067147it [1:13:05, 1882.07it/s]
8067336it [1:13:05, 1883.72it/s]
8067527it [1:13:05, 1890.13it/s]
8067718it [1:13:05, 1894.09it/s]
8067908it [1:13:05, 1889.99it/s]
8068098it [1:13:05, 1880.12it/s]
8068287it [1:13:06, 1871.64it/s]
8068475it [1:13:06, 1872.35it/s]
8068663it [1:13:06, 1864.94it/s]
8068850it [1:13:06, 1860.16it/s]
8069037it [1:13:06, 1753.46it/s]
8069225it [1:13:06, 1786.98it/s]
8069410it [1:13:06, 1803.26it/s]
8069596it [1:13:06, 1819.12it/s]
8069780it [1:13:06, 1823.74it/s]
8069963it [1:13:06, 1817.88it/s]
8070152it [1:13:07, 1837.00it/s]
8070338it [1:13:07, 1842.89it/s]
8070523it [1:13:07, 1841.74it/s]
8070708it [1:13:07, 1843.64it/s]
8070895it [1:13:07, 1850.31it/s]
8071081it [1:13:07, 1839.08it/s]
8071265it [1:13:07, 1822.74it/s]
8071454it [1:13:07, 1842.48it/s]
8071643it [1:13:07, 1853.56it/s]
8071832it [1:13:07, 1863.59it/s]
8072019it [1:13:08, 1845.02it/s]
8072204it [1:13:08, 1650.91it/s]
8072387it [1:13:08, 1697.72it/s]
8072573it [1:13:08, 1742.35it/s]
8072759it [1:13:08, 1775.68it/s]
8072945it [1:13:08, 1798.25it/s]
8073131it [1:13:08, 1815.98it/s]
8073320it [1:13:08, 1835.76it/s]
8073509it [1:13:08, 1849.36it/s]
8073695it [1:13:08, 1851.22it/s]
8073883it [1:13:09, 1859.56it/s]
8074071it [1:13:09, 1863.62it/s]
8074258it [1:13:09, 1863.51it/s]
8074445it [1:13:09, 1865.28it/s]
8074633it [1:13:09, 1868.53it/s]
8074820it [1:13:09, 1865.93it/s]
8075007it [1:13:09, 1864.63it/s]
8075194it [1:13:09, 1862.45it/s]
8075381it [1:13:09, 1647.59it/s]
8075561it [1:13:10, 1687.03it/s]
8075738it [1:13:10, 1708.00it/s]
8075916it [1:13:10, 1726.33it/s]
8076099it [1:13:10, 1753.88it/s]
8076286it [1:13:10, 1785.44it/s]
8076468it [1:13:10, 1794.59it/s]
8076651it [1:13:10, 1802.73it/s]
8076832it [1:13:10, 1802.24it/s]
8077016it [1:13:10, 1811.99it/s]
8077199it [1:13:10, 1816.99it/s]
8077384it [1:13:11, 1824.03it/s]
8077567it [1:13:11, 1825.20it/s]
8077751it [1:13:11, 1828.02it/s]
8077934it [1:13:11, 1808.92it/s]
8078121it [1:13:11, 1825.37it/s]
8078305it [1:13:11, 1828.73it/s]
8078488it [1:13:11, 1816.85it/s]
8078673it [1:13:11, 1824.48it/s]
8078856it [1:13:11, 1823.30it/s]
8079043it [1:13:11, 1835.63it/s]
8079230it [1:13:12, 1844.45it/s]
8079415it [1:13:12, 1837.55it/s]
8079599it [1:13:12, 1830.84it/s]
8079786it [1:13:12, 1840.28it/s]
8079971it [1:13:12, 1822.58it/s]
8080156it [1:13:12, 1830.54it/s]
8080341it [1:13:12, 1835.79it/s]
8080525it [1:13:12, 1831.70it/s]
8080709it [1:13:12, 1830.15it/s]
8080894it [1:13:12, 1833.29it/s]
8081079it [1:13:13, 1838.04it/s]
8081263it [1:13:13, 1830.35it/s]
8081450it [1:13:13, 1840.19it/s]
8081635it [1:13:13, 1836.55it/s]
8081819it [1:13:13, 1835.53it/s]
8082005it [1:13:13, 1841.02it/s]
8082193it [1:13:13, 1850.65it/s]
8082379it [1:13:13, 1846.33it/s]
8082567it [1:13:13, 1856.14it/s]
8082755it [1:13:13, 1861.12it/s]
8082942it [1:13:14, 1845.95it/s]
8083127it [1:13:14, 1843.31it/s]
8083313it [1:13:14, 1847.55it/s]
8083498it [1:13:14, 1779.69it/s]
8083684it [1:13:14, 1802.89it/s]
8083869it [1:13:14, 1816.25it/s]
8084054it [1:13:14, 1826.03it/s]
8084241it [1:13:14, 1837.96it/s]
8084426it [1:13:14, 1841.36it/s]
8084611it [1:13:14, 1821.28it/s]
8084796it [1:13:15, 1826.94it/s]
8084983it [1:13:15, 1837.12it/s]
8085171it [1:13:15, 1847.88it/s]
8085356it [1:13:15, 1848.28it/s]
8085542it [1:13:15, 1851.49it/s]
8085729it [1:13:15, 1856.19it/s]
8085915it [1:13:15, 1846.12it/s]
8086104it [1:13:15, 1856.85it/s]
8086290it [1:13:15, 1855.58it/s]
8086478it [1:13:15, 1859.86it/s]
8086669it [1:13:16, 1873.85it/s]
8086859it [1:13:16, 1879.96it/s]
8087048it [1:13:16, 1873.22it/s]
8087236it [1:13:16, 1865.40it/s]
8087423it [1:13:16, 1864.08it/s]
8087611it [1:13:16, 1868.72it/s]
8087798it [1:13:16, 1862.56it/s]
8087987it [1:13:16, 1868.99it/s]
8088175it [1:13:16, 1869.44it/s]
8088366it [1:13:17, 1879.03it/s]
8088554it [1:13:17, 1875.28it/s]
8088742it [1:13:17, 1875.31it/s]
8088930it [1:13:17, 1873.88it/s]
8089118it [1:13:17, 1869.92it/s]
8089306it [1:13:17, 1871.22it/s]
8089494it [1:13:17, 1867.36it/s]
8089681it [1:13:17, 1863.39it/s]
8089868it [1:13:17, 1855.94it/s]
8090054it [1:13:17, 1856.56it/s]
8090243it [1:13:18, 1863.62it/s]
8090431it [1:13:18, 1868.42it/s]
8090618it [1:13:18, 1857.75it/s]
8090804it [1:13:18, 1855.62it/s]
8090992it [1:13:18, 1860.21it/s]
8091179it [1:13:18, 1857.65it/s]
8091365it [1:13:18, 1855.35it/s]
8091551it [1:13:18, 1841.89it/s]
8091736it [1:13:18, 1840.41it/s]
8091921it [1:13:18, 1840.91it/s]
8092106it [1:13:19, 1842.63it/s]
8092291it [1:13:19, 1838.93it/s]
8092475it [1:13:19, 1837.95it/s]
8092660it [1:13:19, 1841.10it/s]
8092845it [1:13:19, 1839.96it/s]
8093031it [1:13:19, 1844.18it/s]
8093216it [1:13:19, 1845.72it/s]
8093404it [1:13:19, 1854.89it/s]
8093592it [1:13:19, 1861.20it/s]
8093779it [1:13:19, 1862.55it/s]
8093966it [1:13:20, 1863.90it/s]
8094153it [1:13:20, 1858.46it/s]
8094340it [1:13:20, 1860.31it/s]
8094529it [1:13:20, 1868.09it/s]
8094718it [1:13:20, 1871.69it/s]
8094906it [1:13:20, 1664.62it/s]
8095091it [1:13:20, 1714.55it/s]
8095279it [1:13:20, 1758.92it/s]
8095464it [1:13:20, 1783.15it/s]
8095652it [1:13:20, 1810.17it/s]
8095839it [1:13:21, 1825.91it/s]
8096026it [1:13:21, 1838.70it/s]
8096212it [1:13:21, 1844.49it/s]
8096402it [1:13:21, 1858.16it/s]
8096593it [1:13:21, 1872.54it/s]
8096785it [1:13:21, 1886.05it/s]
8096974it [1:13:21, 1875.49it/s]
8097162it [1:13:21, 1874.84it/s]
8097350it [1:13:21, 1868.20it/s]
8097540it [1:13:21, 1875.12it/s]
8097728it [1:13:22, 1876.26it/s]
8097916it [1:13:22, 1817.71it/s]
8098099it [1:13:22, 1603.61it/s]
8098265it [1:13:22, 1321.37it/s]
8098437it [1:13:22, 1415.79it/s]
8098589it [1:13:22, 1346.75it/s]
8098768it [1:13:22, 1457.64it/s]
8098948it [1:13:22, 1547.68it/s]
8099132it [1:13:23, 1626.84it/s]
8099315it [1:13:23, 1682.68it/s]
8099500it [1:13:23, 1728.19it/s]
8099684it [1:13:23, 1759.16it/s]
8099866it [1:13:23, 1776.41it/s]
8100051it [1:13:23, 1795.79it/s]
8100237it [1:13:23, 1812.41it/s]
8100422it [1:13:23, 1822.49it/s]
8100609it [1:13:23, 1835.06it/s]
8100793it [1:13:23, 1824.83it/s]
8100979it [1:13:24, 1833.07it/s]
8101165it [1:13:24, 1840.52it/s]
8101350it [1:13:24, 1839.72it/s]
8101536it [1:13:24, 1845.06it/s]
8101721it [1:13:24, 1846.44it/s]
8101906it [1:13:24, 1844.06it/s]
8102094it [1:13:24, 1852.49it/s]
8102280it [1:13:24, 1846.07it/s]
8102465it [1:13:24, 1831.09it/s]
8102652it [1:13:24, 1842.43it/s]
8102837it [1:13:25, 1835.58it/s]
8103021it [1:13:25, 1836.73it/s]
8103206it [1:13:25, 1838.02it/s]
8103393it [1:13:25, 1845.99it/s]
8103578it [1:13:25, 1846.05it/s]
8103764it [1:13:25, 1847.56it/s]
8103949it [1:13:25, 1846.37it/s]
8104134it [1:13:25, 1846.11it/s]
8104319it [1:13:25, 1846.65it/s]
8104504it [1:13:25, 1847.61it/s]
8104692it [1:13:26, 1854.96it/s]
8104880it [1:13:26, 1861.32it/s]
8105067it [1:13:26, 1857.98it/s]
8105253it [1:13:26, 1727.51it/s]
8105436it [1:13:26, 1754.51it/s]
8105620it [1:13:26, 1778.59it/s]
8105799it [1:13:26, 1708.78it/s]
8105975it [1:13:26, 1721.28it/s]
8106157it [1:13:26, 1749.60it/s]
8106341it [1:13:27, 1773.74it/s]
8106519it [1:13:27, 1703.44it/s]
8106697it [1:13:27, 1723.51it/s]
8106884it [1:13:27, 1764.75it/s]
8107067it [1:13:27, 1781.91it/s]
8107254it [1:13:27, 1807.31it/s]
8107438it [1:13:27, 1815.39it/s]
8107620it [1:13:27, 1801.84it/s]
8107801it [1:13:27, 1803.73it/s]
8107982it [1:13:27, 1792.34it/s]
8108162it [1:13:28, 1768.56it/s]
8108343it [1:13:28, 1774.31it/s]
8108521it [1:13:28, 1775.89it/s]
8108702it [1:13:28, 1783.79it/s]
8108886it [1:13:28, 1798.68it/s]
8109067it [1:13:28, 1801.58it/s]
8109250it [1:13:28, 1809.09it/s]
8109431it [1:13:28, 1807.10it/s]
8109612it [1:13:28, 1686.83it/s]
8109794it [1:13:28, 1721.75it/s]
8109981it [1:13:29, 1763.25it/s]
8110168it [1:13:29, 1793.19it/s]
8110355it [1:13:29, 1813.39it/s]
8110543it [1:13:29, 1831.91it/s]
8110727it [1:13:29, 1829.73it/s]
8110915it [1:13:29, 1841.53it/s]
8111101it [1:13:29, 1846.00it/s]
8111286it [1:13:29, 1846.59it/s]
8111473it [1:13:29, 1852.99it/s]
8111662it [1:13:29, 1861.30it/s]
8111849it [1:13:30, 1862.21it/s]
8112036it [1:13:30, 1862.25it/s]
8112224it [1:13:30, 1866.10it/s]
8112412it [1:13:30, 1869.25it/s]
8112600it [1:13:30, 1870.36it/s]
8112789it [1:13:30, 1873.51it/s]
8112977it [1:13:30, 1864.50it/s]
8113164it [1:13:30, 1810.02it/s]
8113346it [1:13:30, 1795.55it/s]
8113526it [1:13:30, 1777.07it/s]
8113711it [1:13:31, 1798.22it/s]
8113894it [1:13:31, 1806.66it/s]
8114083it [1:13:31, 1828.36it/s]
8114267it [1:13:31, 1830.91it/s]
8114455it [1:13:31, 1842.82it/s]
8114642it [1:13:31, 1849.90it/s]
8114828it [1:13:31, 1847.80it/s]
8115015it [1:13:31, 1852.54it/s]
8115203it [1:13:31, 1858.54it/s]
8115389it [1:13:31, 1850.90it/s]
8115575it [1:13:32, 1841.35it/s]
8115762it [1:13:32, 1847.77it/s]
8115951it [1:13:32, 1857.90it/s]
8116138it [1:13:32, 1861.18it/s]
8116326it [1:13:32, 1864.14it/s]
8116515it [1:13:32, 1868.85it/s]
8116703it [1:13:32, 1871.98it/s]
8116891it [1:13:32, 1871.13it/s]
8117079it [1:13:32, 1614.37it/s]
8117266it [1:13:33, 1682.56it/s]
8117452it [1:13:33, 1730.68it/s]
8117639it [1:13:33, 1769.38it/s]
8117825it [1:13:33, 1793.69it/s]
8118013it [1:13:33, 1818.75it/s]
8118205it [1:13:33, 1847.02it/s]
8118392it [1:13:33, 1851.39it/s]
8118578it [1:13:33, 1849.52it/s]
8118764it [1:13:33, 1850.24it/s]
8118950it [1:13:33, 1845.11it/s]
8119135it [1:13:34, 1837.42it/s]
8119320it [1:13:34, 1840.17it/s]
8119505it [1:13:34, 1838.85it/s]
8119691it [1:13:34, 1843.22it/s]
8119876it [1:13:34, 1843.44it/s]
8120062it [1:13:34, 1846.93it/s]
8120247it [1:13:34, 1847.54it/s]
8120432it [1:13:34, 1844.25it/s]
8120617it [1:13:34, 1845.12it/s]
8120804it [1:13:34, 1850.22it/s]
8120991it [1:13:35, 1854.12it/s]
8121180it [1:13:35, 1863.08it/s]
8121368it [1:13:35, 1865.54it/s]
8121555it [1:13:35, 1862.63it/s]
8121744it [1:13:35, 1869.40it/s]
8121931it [1:13:35, 1867.48it/s]
8122118it [1:13:35, 1866.67it/s]
8122305it [1:13:35, 1865.57it/s]
8122493it [1:13:35, 1868.32it/s]
8122680it [1:13:35, 1862.75it/s]
8122867it [1:13:36, 1860.98it/s]
8123060it [1:13:36, 1880.34it/s]
8123250it [1:13:36, 1885.67it/s]
8123439it [1:13:36, 1765.91it/s]
8123618it [1:13:36, 1768.86it/s]
8123804it [1:13:36, 1793.84it/s]
8123990it [1:13:36, 1811.70it/s]
8124172it [1:13:36, 1812.50it/s]
8124355it [1:13:36, 1816.10it/s]
8124542it [1:13:36, 1829.55it/s]
8124729it [1:13:37, 1838.87it/s]
8124914it [1:13:37, 1838.07it/s]
8125099it [1:13:37, 1839.98it/s]
8125286it [1:13:37, 1845.97it/s]
8125473it [1:13:37, 1852.54it/s]
8125659it [1:13:37, 1854.65it/s]
8125845it [1:13:37, 1850.21it/s]
8126031it [1:13:37, 1851.76it/s]
8126217it [1:13:37, 1849.58it/s]
8126403it [1:13:37, 1850.94it/s]
8126590it [1:13:38, 1855.63it/s]
8126778it [1:13:38, 1860.73it/s]
8126965it [1:13:38, 1609.03it/s]
8127143it [1:13:38, 1653.91it/s]
8127321it [1:13:38, 1687.76it/s]
8127508it [1:13:38, 1738.06it/s]
8127695it [1:13:38, 1774.66it/s]
8127880it [1:13:38, 1795.11it/s]
8128062it [1:13:39, 1458.53it/s]
8128220it [1:13:40, 360.09it/s] 
8128397it [1:13:40, 473.56it/s]
8128571it [1:13:40, 604.09it/s]
8128754it [1:13:40, 761.50it/s]
8128938it [1:13:40, 928.32it/s]
8129122it [1:13:40, 1093.34it/s]
8129301it [1:13:40, 1236.06it/s]
8129484it [1:13:41, 1370.49it/s]
8129671it [1:13:41, 1491.39it/s]
8129858it [1:13:41, 1587.84it/s]
8130044it [1:13:41, 1661.24it/s]
8130232it [1:13:41, 1719.46it/s]
8130417it [1:13:41, 1754.55it/s]
8130603it [1:13:41, 1782.77it/s]
8130789it [1:13:41, 1804.08it/s]
8130977it [1:13:41, 1825.45it/s]
8131163it [1:13:41, 1722.69it/s]
8131346it [1:13:42, 1752.59it/s]
8131533it [1:13:42, 1785.83it/s]
8131718it [1:13:42, 1803.48it/s]
8131905it [1:13:42, 1820.11it/s]
8132090it [1:13:42, 1827.01it/s]
8132277it [1:13:42, 1839.35it/s]
8132465it [1:13:42, 1849.50it/s]
8132653it [1:13:42, 1856.87it/s]
8132839it [1:13:42, 1852.73it/s]
8133025it [1:13:42, 1854.50it/s]
8133213it [1:13:43, 1859.21it/s]
8133400it [1:13:43, 1861.51it/s]
8133589it [1:13:43, 1867.02it/s]
8133779it [1:13:43, 1874.73it/s]
8133969it [1:13:43, 1879.19it/s]
8134158it [1:13:43, 1880.98it/s]
8134347it [1:13:43, 1876.83it/s]
8134536it [1:13:43, 1880.46it/s]
8134725it [1:13:43, 1878.74it/s]
8134913it [1:13:43, 1878.33it/s]
8135101it [1:13:44, 1871.88it/s]
8135289it [1:13:44, 1870.29it/s]
8135478it [1:13:44, 1875.85it/s]
8135666it [1:13:44, 1876.75it/s]
8135854it [1:13:44, 1875.07it/s]
8136042it [1:13:44, 1871.40it/s]
8136230it [1:13:44, 1864.59it/s]
8136417it [1:13:44, 1865.52it/s]
8136604it [1:13:44, 1856.22it/s]
8136790it [1:13:45, 1848.31it/s]
8136975it [1:13:45, 1843.92it/s]
8137162it [1:13:45, 1850.87it/s]
8137349it [1:13:45, 1854.51it/s]
8137536it [1:13:45, 1858.90it/s]
8137723it [1:13:45, 1859.52it/s]
8137911it [1:13:45, 1864.37it/s]
8138099it [1:13:45, 1869.03it/s]
8138286it [1:13:45, 1867.21it/s]
8138473it [1:13:45, 1865.94it/s]
8138660it [1:13:46, 1864.06it/s]
8138847it [1:13:46, 1863.75it/s]
8139036it [1:13:46, 1871.50it/s]
8139224it [1:13:46, 1867.22it/s]
8139411it [1:13:46, 1860.22it/s]
8139598it [1:13:46, 1716.69it/s]
8139781it [1:13:46, 1746.10it/s]
8139965it [1:13:46, 1772.55it/s]
8140151it [1:13:46, 1797.06it/s]
8140337it [1:13:46, 1813.81it/s]
8140520it [1:13:47, 1813.19it/s]
8140706it [1:13:47, 1824.16it/s]
8140894it [1:13:47, 1840.25it/s]
8141081it [1:13:47, 1847.27it/s]
8141268it [1:13:47, 1853.08it/s]
8141454it [1:13:47, 1854.99it/s]
8141640it [1:13:47, 1854.57it/s]
8141827it [1:13:47, 1857.45it/s]
8142013it [1:13:47, 1857.20it/s]
8142199it [1:13:47, 1856.42it/s]
8142387it [1:13:48, 1860.85it/s]
8142574it [1:13:48, 1863.28it/s]
8142761it [1:13:48, 1857.81it/s]
8142948it [1:13:48, 1858.67it/s]
8143134it [1:13:48, 1854.76it/s]
8143322it [1:13:48, 1861.25it/s]
8143509it [1:13:48, 1851.47it/s]
8143697it [1:13:48, 1857.42it/s]
8143883it [1:13:48, 1858.16it/s]
8144069it [1:13:48, 1858.27it/s]
8144256it [1:13:49, 1861.19it/s]
8144443it [1:13:49, 1851.66it/s]
8144631it [1:13:49, 1857.27it/s]
8144817it [1:13:49, 1854.53it/s]
8145003it [1:13:49, 1855.09it/s]
8145189it [1:13:49, 1849.65it/s]
8145377it [1:13:49, 1857.13it/s]
8145564it [1:13:49, 1859.26it/s]
8145750it [1:13:49, 1856.09it/s]
8145938it [1:13:49, 1862.97it/s]
8146127it [1:13:50, 1869.66it/s]
8146317it [1:13:50, 1877.31it/s]
8146507it [1:13:50, 1883.12it/s]
8146696it [1:13:50, 1883.55it/s]
8146885it [1:13:50, 1882.10it/s]
8147074it [1:13:50, 1878.69it/s]
8147262it [1:13:50, 1878.37it/s]
8147450it [1:13:50, 1873.42it/s]
8147638it [1:13:50, 1867.65it/s]
8147826it [1:13:50, 1868.27it/s]
8148013it [1:13:51, 1867.09it/s]
8148200it [1:13:51, 1866.28it/s]
8148387it [1:13:51, 1864.40it/s]
8148577it [1:13:51, 1874.28it/s]
8148766it [1:13:51, 1878.22it/s]
8148955it [1:13:51, 1879.39it/s]
8149143it [1:13:51, 1873.95it/s]
8149331it [1:13:51, 1869.92it/s]
8149518it [1:13:51, 1855.10it/s]
8149704it [1:13:51, 1852.64it/s]
8149890it [1:13:52, 1847.66it/s]
8150076it [1:13:52, 1849.94it/s]
8150262it [1:13:52, 1849.52it/s]
8150448it [1:13:52, 1852.03it/s]
8150634it [1:13:52, 1851.72it/s]
8150822it [1:13:52, 1859.30it/s]
8151008it [1:13:52, 1682.95it/s]
8151195it [1:13:52, 1732.53it/s]
8151382it [1:13:52, 1770.04it/s]
8151568it [1:13:53, 1795.26it/s]
8151758it [1:13:53, 1824.29it/s]
8151942it [1:13:53, 1827.25it/s]
8152127it [1:13:53, 1832.81it/s]
8152314it [1:13:53, 1840.65it/s]
8152502it [1:13:53, 1851.32it/s]
8152689it [1:13:53, 1856.80it/s]
8152877it [1:13:53, 1861.01it/s]
8153065it [1:13:53, 1864.29it/s]
8153255it [1:13:53, 1872.91it/s]
8153443it [1:13:54, 1873.18it/s]
8153631it [1:13:54, 1872.29it/s]
8153819it [1:13:54, 1868.91it/s]
8154006it [1:13:54, 1865.35it/s]
8154193it [1:13:54, 1864.53it/s]
8154380it [1:13:54, 1853.91it/s]
8154566it [1:13:54, 1762.47it/s]
8154744it [1:13:54, 1764.43it/s]
8154932it [1:13:54, 1795.22it/s]
8155113it [1:13:55, 1420.37it/s]
8155281it [1:13:55, 1482.84it/s]
8155444it [1:13:55, 1519.89it/s]
8155622it [1:13:55, 1590.36it/s]
8155807it [1:13:55, 1662.00it/s]
8155988it [1:13:55, 1701.66it/s]
8156171it [1:13:55, 1738.28it/s]
8156356it [1:13:55, 1769.36it/s]
8156540it [1:13:55, 1789.48it/s]
8156724it [1:13:55, 1801.62it/s]
8156908it [1:13:56, 1810.81it/s]
8157093it [1:13:56, 1822.44it/s]
8157279it [1:13:56, 1832.77it/s]
8157464it [1:13:56, 1836.92it/s]
8157652it [1:13:56, 1847.98it/s]
8157837it [1:13:56, 1837.57it/s]
8158024it [1:13:56, 1846.02it/s]
8158211it [1:13:56, 1852.35it/s]
8158397it [1:13:56, 1849.44it/s]
8158583it [1:13:56, 1852.56it/s]
8158769it [1:13:57, 1845.74it/s]
8158954it [1:13:57, 1840.66it/s]
8159139it [1:13:57, 1832.76it/s]
8159324it [1:13:57, 1837.32it/s]
8159510it [1:13:57, 1841.78it/s]
8159697it [1:13:57, 1849.23it/s]
8159883it [1:13:57, 1851.55it/s]
8160069it [1:13:57, 1851.12it/s]
8160255it [1:13:57, 1580.83it/s]
8160426it [1:13:57, 1613.56it/s]
8160609it [1:13:58, 1672.30it/s]
8160795it [1:13:58, 1723.08it/s]
8160972it [1:13:58, 1735.97it/s]
8161149it [1:13:58, 1745.43it/s]
8161331it [1:13:58, 1758.14it/s]
8161508it [1:13:58, 1747.31it/s]
8161687it [1:13:58, 1759.75it/s]
8161869it [1:13:58, 1775.76it/s]
8162048it [1:13:59, 427.42it/s] 
8162232it [1:14:00, 557.78it/s]
8162420it [1:14:00, 711.90it/s]
8162604it [1:14:00, 872.86it/s]
8162790it [1:14:00, 1039.83it/s]
8162975it [1:14:00, 1197.23it/s]
8163157it [1:14:00, 1332.07it/s]
8163341it [1:14:00, 1452.31it/s]
8163521it [1:14:00, 1538.42it/s]
8163704it [1:14:00, 1615.71it/s]
8163891it [1:14:00, 1684.32it/s]
8164078it [1:14:01, 1733.99it/s]
8164268it [1:14:01, 1780.62it/s]
8164455it [1:14:01, 1803.64it/s]
8164641it [1:14:01, 1803.31it/s]
8164825it [1:14:01, 1775.85it/s]
8165006it [1:14:01, 1785.61it/s]
